Unnamed: 0,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290,full_promt
4600,2017,840,USA,1240,en,1,39,2,9000,6,0,6,3,1,2,4,1,2,840001,"It is 2017. Your age is 39. You are a man. You live in United States. The highest level of education you have achieved is bachelor or equivalent You have a low income level.Your occupational group is professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse).Sector of employment you work in is private business or industry.You classify yourself as belonging to working class.Your current marital status is single.The number of children you have 0. Your religious denomination is Protestant.Your racial belonging/ethnic group is White, non-Hispanic.You speak English language at home."
4601,2020,716,ZWE,1240,en,2,48,2,3200,5,2,1,1,8,2,5,1,5,716007,"It is 2020. Your age is 48. You are a woman. You live in Zimbabwe. The highest level of education you have achieved is primary education You have a low income level.Your occupational group is unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner).Sector of employment you work in is private business or industry.You classify yourself as belonging to lower class.Your current marital status is widowed.The number of children you have 2. Your religious denomination is Muslim.Your racial belonging/ethnic group is Ndebele.You speak English language at home."
4602,2018,400,JOR,170,ar,2,55,3,170,3,1,5,3,1,-2,3,2,5,-4,إنه عام 2018. عمرك هو 55. أنتِ امرأة. أنت تعيش في الأردن. أعلى مستوى تعليمي حققته هو التعليم العالي قصير الدورة. لديك مستوى دخل متوسط.مجموعة وظيفتك هي مهنية وتقنية (على سبيل المثال: طبيب، معلم، مهندس، فنان، محاسب، ممرض).nanتصنف نفسك على أنك تنتمي إلى الطبقة الوسطى الدنيا.وضعك الاجتماعي الحالي هو مطلق.عدد الأطفال لديك 1. الديانة التي تنتمي إليها هي الإسلام.Noneأنت تتحدث اللغة العربية في المنزل.
4603,2018,20,AND,810,ca,1,50,3,810,2,1,6,3,2,1,2,3,1,20001,"És 2018. La teua edat és 50. Ets un home. Vius a Andorra. El nivell més alt d'educació que has assolit és el de grau o equivalent. Tens un alt nivell d'ingressos.El teu grup ocupacional és administratiu superior (per exemple: banquer, executiu en gran empresa, alt càrrec governamental, càrrec sindical).El sector d'ocupació en què treballes és el govern o una institució pública.Et consideres pertanyent a la classe mitjana alta.El teu estat civil actual és convivint com a casat.El nombre de fills que tens 1. La teua denominació religiosa és catòlica romana.La teua pertinença racial/grup ètnic és caucàsic blanc.Parles valencià a casa."
4604,2020,704,VNM,4470,vi,2,20,1,4470,6,0,6,3,0,-3,4,2,0,704001,Năm nay là năm 2020. Tuổi của bạn là 20. Bạn là một người phụ nữ. Bạn sống ở Việt Nam. Trình độ học vấn cao nhất mà bạn đã đạt được là cử nhân hoặc tương đương. Bạn có mức thu nhập trung bình.Bạn chưa bao giờ có một công việc.Bạn không thể nói bất cứ điều gì về lĩnh vực công việc của mình hoặc bạn chưa từng có việc làm.Bạn tự xếp mình vào tầng lớp lao động.Tình trạng hôn nhân hiện tại của bạn là độc thân.Số lượng con cái bạn có 0. Bạn không thuộc về bất kỳ giáo phái tôn giáo nào.nanBạn nói tiếng Việt ở nhà.
4605,2022,826,GBR,1240,en,1,63,3,1240,1,-4,4,2,1,2,-4,2,8,826100,"It is 2022. Your age is 63. You are a man. You live in Great Britain. The highest level of education you have achieved is post-secondary non-tertiary education You have a medium income level.Your occupational group is professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse).Sector of employment you work in is private business or industry.nanYour current marital status is married.The number of children you have -4. Your religious denomination is other Christian (Evangelical, Pentecostal, Fee church or other).Your racial belonging/ethnic group is English / Welsh / Scottish / Northern Irish / British.You speak English language at home."
4606,2018,20,AND,1270,es,2,33,2,3530,1,1,4,2,5,2,4,2,1,20001,"Es 2018. Tu edad es 33. Eres una mujer. Vives en Andorra. El nivel más alto de educación que has alcanzado es educación postsecundaria no terciaria. Tienes un nivel de ingresos medio.Tu grupo ocupacional es de servicios (por ejemplo: propietario de restaurante, oficial de policía, camarera, barbero, cuidador).El sector de empleo en el que trabajas es el negocio o la industria privada.Te clasificas como perteneciente a la clase trabajadora.Su estado civil actual es casado.El número de hijos que tienes 1. Tu denominación religiosa es católica romana.nanHablas español en casa."
4607,2021,51,ARM,200,hy,2,61,3,200,1,1,5,3,6,-3,4,1,3,51001,"Դա 2021 թվականն է։ Ձեր տարիքը է 61. Դու կին ես։ Դուք ապրում եք Հայաստանում։ Ձեր ստացած կրթության ամենաբարձր մակարդակը կարճ ցիկլի բարձրագույն կրթությունն է: Դուք ունեք ցածր եկամուտի մակարդակ։Ձեր մասնագիտական խումբը հմուտ աշխատող է (օրինակ՝ վարպետ, ավտոմեխանիկ, տպագրիչ, կարուհի, գործիքների և կաղապարների պատրաստող, էլեկտրիկ):Դուք չեք կարող ասել ոչինչ ձեր աշխատանքի ոլորտի մասին կամ դուք երբեք աշխատանք չեք ունեցել։Դուք ձեզ դասում եք աշխատավոր դասակարգին պատկանող:Ձեր ներկայիս ամուսնական կարգավիճակը ամուսնացած է։Ձեր ունեցած երեխաների քանակը 1. Ձեր կրոնական դավանանքը ուղղափառ է (ռուսական, հունական կամ այլ):nanԴուք տանը հայերեն եք խոսում։"
4608,2018,218,ECU,1270,es,2,26,1,1270,1,2,6,3,0,-3,4,2,1,218011,Es 2018. Tu edad es 26. Eres una mujer. Vives en Ecuador. El nivel más alto de educación que ha alcanzado es licenciatura o equivalente. Tienes un nivel de ingresos medio.Nunca tuviste un trabajo.No puedes decir nada sobre tu sector de empleo o nunca has tenido un trabajo.Te clasificas como perteneciente a la clase trabajadora.Su estado civil actual es casado.El número de hijos que tienes 2. Tu denominación religiosa es católica romana.nanHablas español en casa.
4609,2020,124,CAN,1240,en,1,86,3,1240,5,4,7,3,1,2,2,3,2,124001,"It is 2020. Your age is 86. You are a man. You live in Canada. The highest level of education you have achieved is master or equivalent You have a high income level.Your occupational group is professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse).Sector of employment you work in is private business or industry.You classify yourself as belonging to upper middle class.Your current marital status is widowed.The number of children you have 4. Your religious denomination is Protestant.Your racial belonging/ethnic group is Caucasian (White).You speak English language at home."
4610,2018,642,ROU,3580,ro,2,40,2,3580,6,0,3,2,0,-3,4,2,3,642005,"Este anul 2018. Vârsta ta este 40. Ești o femeie. Locuiești în România. Cel mai înalt nivel de educație pe care l-ați atins este învățământul secundar superior. Aveți un nivel mediu de venit.Nu ai avut niciodată un loc de muncă.Nu poți spune nimic despre sectorul tău de angajare sau nu ai avut niciodată un loc de muncă.Te clasifici ca aparținând clasei muncitoare.Statutul dumneavoastră marital actual este necăsătorit.Numărul de copii pe care îi aveți 0. Confesiunea dumneavoastră religioasă este ortodoxă (rusă, greacă sau altă).nanVorbești limba română, moldovenească acasă."
4611,2020,124,CAN,1240,en,1,19,1,790,6,0,4,2,0,-3,4,2,1,124009,It is 2020. Your age is 19. You are a man. You live in Canada. The highest level of education you have achieved is post-secondary non-tertiary education You have a medium income level.You never had a job.You cannot say anything about your sector of employment or you never had a job.You classify yourself as belonging to working class.Your current marital status is single.The number of children you have 0. Your religious denomination is Roman Catholic.Your racial belonging/ethnic group is Chinese.You speak English language at home.
4612,2020,762,TJK,4160,tg,1,39,2,4160,1,4,-2,-2,1,1,2,1,5,762001,"Ин соли 2020 аст. Сину соли шумо чанд аст? 39. Шумо мард ҳастед. Шумо дар Тоҷикистон зиндагӣ мекунед. nan Шумо сатҳи даромади паст доред.Гурӯҳи касбии шумо касбӣ ва техникӣ мебошад (масалан: духтур, омӯзгор, муҳандис, рассом, муҳосиб, ҳамшира).Сектори шуғле, ки шумо дар он кор мекунед, ҳукумат ё муассисаи давлатӣ мебошад.Шумо худро ба табақаи миёнаи болоӣ мансуб медонед.Вазъи ҳозираи оилавии шумо оиладор аст.Шумораи фарзандоне, ки шумо доред 4. Мазҳаби динии шумо мусалмон аст.nanШумо дар хона бо забони тоҷикӣ гап мезанед."
4613,2018,792,TUR,4370,tr,2,25,1,-4,1,0,1,1,5,1,2,2,5,-5,"2018 yılı. Yaşınız 25. Bir kadınsın. Türkiye'de yaşıyorsun. Elde ettiğiniz en yüksek eğitim seviyesi ilköğretimdir. Orta gelir seviyesine sahipsiniz.Meslek grubunuz hizmet sektörüdür (örneğin: restoran sahibi, polis memuru, garson, berber, bakıcı).Çalıştığınız istihdam sektörü hükümet veya kamu kurumudur.Kendinizi üst orta sınıfa ait olarak sınıflandırıyorsunuz.Mevcut medeni durumunuz evli.Sahip olduğunuz çocuk sayısı 0. Dini mezhebiniz Müslümandır.NoneEvde Türkçe konuşuyorsunuz."
4614,2018,410,KOR,2390,ko,1,62,3,2390,1,3,3,2,4,3,3,1,0,410004,"2018년입니다. 당신의 나이는 62. 당신은 남자입니다. 당신은 한국에 살고 있습니다. 귀하가 달성한 최고 수준의 교육은 고등학교 교육입니다. 귀하는 소득 수준이 낮습니다.귀하의 직업군은 영업입니다 (예: 영업 관리자, 상점 주인, 상점 직원, 보험 대리인, 구매자).귀하가 근무하는 고용 부문은 비영리 민간 단체입니다.당신은 자신을 하위 중산층에 속한다고 분류합니다.귀하의 현재 결혼 상태는 기혼입니다.자녀 수 3. 당신은 어떤 종교 교파에도 속하지 않습니다.nan당신은 집에서 한국어를 사용합니다."
4615,2020,124,CAN,1240,en,1,58,3,1240,6,0,5,3,2,1,2,3,0,124001,"It is 2020. Your age is 58. You are a man. You live in Canada. The highest level of education you have achieved is short-cycle tertiary education You have a high income level.Your occupational group is higher administrative (for example: banker, executive in big business, high government official, union official).Sector of employment you work in is government or public institution.You classify yourself as belonging to upper middle class.Your current marital status is single.The number of children you have 0. You do not belong to any religious denomination.Your racial belonging/ethnic group is Caucasian (White).You speak English language at home."
4616,2018,630,PRI,1270,es,2,53,3,1270,1,2,6,3,1,2,2,2,1,630001,"Es 2018. Tu edad es 53. Eres una mujer. Vives en Puerto Rico. El nivel más alto de educación que ha alcanzado es licenciatura o equivalente. Tienes un nivel de ingresos medio.Tu grupo ocupacional es profesional y técnico (por ejemplo: médico, profesor, ingeniero, artista, contador, enfermero).El sector de empleo en el que trabajas es el negocio o la industria privada.Te clasificas como perteneciente a la clase media alta.Su estado civil actual es casado.El número de hijos que tienes 2. Tu denominación religiosa es católica romana.nanHablas español en casa."
